Run_Time,Random_Error,True_Error,Accuracy,Accuracy1,quality,FullProblem
1.9984400272369385,0.001640734611404451,2.184472221167244e-10,1.0,0.0,0.0,0.0
1.970249891281128,0.0022208594040991087,9.400100489664887e-11,1.0,0.0,0.0,0.0
2.6032559871673584,0.0025513897178314586,1.4582737448143313e-10,1.0,0.0,0.0,0.0
12.03170895576477,0.0026837484071280376,2.66681680211045e-10,1.0,0.0,0.0,0.0
1.956326961517334,0.002821850637962463,1.9146997529140286e-10,1.0,0.0,0.0,0.0
1.95774507522583,0.0028857517299692107,3.494929640829314e-10,1.0,0.0,0.0,0.0
2.0440690517425537,0.003022132759072144,7.059218140592627e-11,1.0,0.0,0.0,0.0
2.3968868255615234,0.0030872460856822756,1.1415119197111245e-10,1.0,0.0,0.0,0.0
2.0437209606170654,0.0031630878054938402,2.08538401824665e-10,1.0,0.0,0.0,0.0
2.1353859901428223,0.0032008838091881504,1.841085443821111e-11,0.99,0.0,0.0,0.0
10.69754409790039,0.0032289164389100854,4.096824962607215e-11,0.99,0.0,0.0,0.0
2.938293933868408,0.003250224935637128,1.1327007908012998e-10,0.99,0.0,0.0,0.0
4.04439902305603,0.003254011842242187,2.8172872541809557e-10,0.99,0.0,0.0,0.0
3.072758913040161,0.003258474805199727,5.4546454159032365e-12,0.99,0.0,0.0,0.0
3.054577112197876,0.00328778949551496,3.115253888186231e-11,0.97,0.0,0.0,0.0
4.059834957122803,0.0033161887412959043,9.421682184429514e-12,0.97,0.0,0.0,0.0
3.2165420055389404,0.003318719215329821,1.4145722787572979e-11,0.98,0.0,0.0,0.0
3.3871140480041504,0.003343886676695367,2.4556872160741428e-11,0.99,0.0,0.0,0.0
4.182890892028809,0.003387867619126529,1.7597831178384205e-11,0.98,0.0,0.0,0.0
3.2711949348449707,0.0033886569264250967,2.474036427113635e-11,0.98,0.0,0.0,0.0
4.37037992477417,0.0034133094306043957,6.934460644592022e-11,0.99,0.0,0.0,0.0
4.280968904495239,0.003448298750895872,4.203933728907927e-11,0.99,0.0,0.0,0.0
4.666565895080566,0.003477378315475333,4.5583327043519084e-11,0.99,0.0,0.0,0.0
3.7216989994049072,0.003480108820564539,1.2475870510286757e-10,0.98,0.0,0.0,0.0
4.660048961639404,0.0035218053546276235,1.2546802312385363e-10,0.97,0.0,0.0,0.0
