Run_Time,Random_Error,True_Error,Accuracy,Accuracy1,quality,FullProblem
2.52170991897583,0.0013780555953095998,1.451818162218066e-10,1.0,0.0,0.0,0.0
2.814932107925415,0.0020305082441755256,1.6985714224038162e-10,1.0,0.0,0.0,0.0
2.8691229820251465,0.0023802687868376953,2.8768381600541293e-10,1.0,0.0,0.0,0.0
3.060878038406372,0.0026005005864685026,1.720300117635798e-10,1.0,0.0,0.0,0.0
2.8187761306762695,0.0026716787600231905,1.5756934645949627e-10,1.0,0.0,0.0,0.0
2.9204769134521484,0.0027793009582350262,2.1158402113696795e-10,1.0,0.0,0.0,0.0
2.8554000854492188,0.002923177285860095,5.955438225901943e-11,1.0,0.0,0.0,0.0
2.7588729858398438,0.002955348511245145,4.572651979284359e-11,1.0,0.0,0.0,0.0
2.951205015182495,0.0029995259081162465,2.496948134367294e-11,1.0,0.0,0.0,0.0
2.943114995956421,0.0030774731361861655,3.149126792667545e-11,1.0,0.0,0.0,0.0
3.0716869831085205,0.0031408591066754473,2.9427921904856547e-11,1.0,0.0,0.0,0.0
3.4645259380340576,0.0031903977366121525,8.550258591422111e-11,1.0,0.0,0.0,0.0
3.984035015106201,0.0032148173518314893,1.3688865145577989e-10,1.0,0.0,0.0,0.0
3.0613298416137695,0.003253411591177053,2.318679154927894e-10,1.0,0.0,0.0,0.0
2.869345188140869,0.0032620037255961937,2.5171256745615267e-10,1.0,0.0,0.0,0.0
3.715492010116577,0.0032970739309566236,2.525897390553977e-10,1.0,0.0,0.0,0.0
3.650439977645874,0.003333297392961102,3.761295320342528e-10,0.99,0.0,0.0,0.0
3.64158296585083,0.0033826946899989715,2.88068006948361e-11,0.99,0.0,0.0,0.0
3.9778430461883545,0.0033921351187097045,3.867018684433621e-11,1.0,0.0,0.0,0.0
4.760094881057739,0.0033979615069343883,5.112374412696852e-11,1.0,0.0,0.0,0.0
3.6962361335754395,0.0034780695133811677,2.951025881992031e-11,1.0,0.0,0.0,0.0
3.639139175415039,0.00348691076672329,1.8526897030413103e-11,1.0,0.0,0.0,0.0
3.893819808959961,0.0034934800322562794,2.1401958330558024e-11,1.0,0.0,0.0,0.0
3.845781087875366,0.0034968706814998123,2.7022804133247647e-11,0.99,0.0,0.0,0.0
3.9397811889648438,0.0035154408604095248,5.22822236892484e-11,0.98,0.0,0.0,0.0
5.217787981033325,0.0035199041505927058,9.13606378050158e-11,0.99,0.0,0.0,0.0
4.273619174957275,0.0035225357573800947,1.46245914683929e-11,0.99,0.0,0.0,0.0
4.322656154632568,0.0035297201057747658,1.5079968523901144e-11,0.99,0.0,0.0,0.0
4.29110312461853,0.0035371324265621954,2.2836109739299282e-11,0.98,0.0,0.0,0.0
4.474488973617554,0.0035413696051458787,3.842309630186502e-11,0.98,0.0,0.0,0.0
5.43590784072876,0.0035606712641797246,4.647079422659406e-11,0.98,0.0,0.0,0.0
4.431251049041748,0.0035705981683569026,1.6181117903912856e-10,0.95,0.0,0.0,0.0
4.543208122253418,0.0035787010708476126,1.7035788404951013e-10,0.94,0.0,0.0,0.0
4.839731931686401,0.003593143725598184,1.5498111821665717e-10,0.95,0.0,0.0,0.0
165.21070504188538,0.0036009053095363043,3.248094070096297e-8,0.93,0.0,0.0,1.0
4.173712968826294,0.0036121482827311657,3.247033173413294e-8,0.89,0.0,0.0,0.0
6.264204978942871,0.0036305467508304674,3.268936771966269e-8,0.87,0.02702702702702703,0.0,0.0
5.3672380447387695,0.003639832873527614,3.2589900044247e-8,0.81,0.02631578947368421,0.0,0.0
5.548856019973755,0.003642104241460959,3.251414176785872e-8,0.81,0.02564102564102564,0.0,0.0
5.600046873092651,0.003642104244195598,3.2514654007415045e-8,0.81,0.025,0.0,0.0
5.939244031906128,0.0036441218936179975,3.2474264275925147e-8,0.82,0.0,0.0,0.0
3.6737220287323,0.003648917979814899,3.247610783768673e-8,0.82,0.0,0.0,0.0
3.557197093963623,0.003650346554609678,3.2474524789757875e-8,0.8,0.0,0.0,0.0
3.833536148071289,0.003680484858812302,3.2489241906172306e-8,0.76,0.0,0.0,0.0
3.6810970306396484,0.003688069840141311,3.248611828675363e-8,0.76,0.0,0.0,0.0
3.6469459533691406,0.0036965383890245635,3.2476920815843746e-8,0.76,0.0,0.0,0.0
4.470402002334595,0.0036977268624502017,3.2479847486902025e-8,0.74,0.0,0.0,0.0
3.728343963623047,0.0037041016104850857,3.247928039191994e-8,0.73,0.0,0.0,0.0
3.650009870529175,0.0037068393769822024,3.254478850474307e-8,0.7,0.02040816326530612,0.0,0.0
4.575602054595947,0.0037068393762621343,3.25176607255534e-8,0.7,0.02,0.0,0.0
3.734570026397705,0.003729383088642747,3.822681481080448e-8,0.7,0.0196078431372549,0.0,0.0
3.7653989791870117,0.003733002858500249,3.82403846626439e-8,0.7,0.019230769230769232,0.0,0.0
4.657256126403809,0.0037340665577216894,3.832396095783397e-8,0.68,0.018867924528301886,0.0,0.0
3.8566269874572754,0.003742532752108242,3.8239575382917335e-8,0.71,0.0,0.0,0.0
