Run_Time,Random_Error,True_Error,Accuracy,Accuracy1,quality,FullProblem
1.2807729244232178,0.0055000771175415936,8.065631496023684e-13,1.0,0.0,0.0,0.0
1.0849812030792236,0.00871905106407974,1.3877787807814457e-16,1.0,0.0,0.0,0.0
4.279695987701416,0.011408146881740938,3.1327898608601856e-11,1.0,0.0,0.0,0.0
1.0741231441497803,0.01347749603440198,1.8302206972187207e-11,0.98,0.0,0.0,0.0
1.0432491302490234,0.014005882554468864,2.5971030881422053e-12,0.95,0.0,0.0,0.0
3.902716875076294,0.014096638776521973,1.798149823484252e-11,0.95,0.0,0.0,0.0
1.0922598838806152,0.014813681802148926,3.5606725901082825e-12,0.93,0.0,0.0,0.0
1.054112195968628,0.015587076988135641,2.8371069382693292e-11,0.9,0.0,0.0,0.0
4.503365993499756,0.016058575425961043,6.051802114992455e-11,0.81,0.0,0.0,0.0
1.1011488437652588,0.01612260046875058,1.1506504082881008e-11,0.8,0.0,0.0,0.0
3.975486993789673,0.01623684355837402,1.3850822572214483e-10,0.8,0.0,0.0,0.0
2.694973945617676,0.01635005900435009,6.804279362171428e-14,0.78,0.0,0.0,0.0
1.081873893737793,0.016513958003203995,3.9508674110066977e-13,0.81,0.0,0.0,0.0
2.6295268535614014,0.016908667119695082,2.8526486728353007e-13,0.73,0.0,0.0,0.0
2.315687894821167,0.016966719374444744,2.0767415565003944e-13,0.7,0.0,0.0,0.0
2.564225196838379,0.017255007784257148,9.239831122442865e-14,0.61,0.0,0.0,0.0
2.7359671592712402,0.017912709859477217,9.47285583308144e-11,0.56,0.0,0.0,0.0
1.1819899082183838,0.01791850319902155,8.794862060845787e-11,0.56,0.0,0.0,0.0
2.751746892929077,0.01791850320002108,2.484644781586276e-10,0.56,0.0,0.0,0.0
2.297806978225708,0.018213241277529164,9.342204718154612e-10,0.51,0.0,0.0,0.0
2.485157012939453,0.01821324112292067,5.407653491662501e-10,0.51,0.0,0.0,0.0
2.9481019973754883,0.01821324114001175,4.783145338138617e-10,0.51,0.0,0.0,0.0
2.7148289680480957,0.018213241137210255,5.632685221024225e-10,0.51,0.0,0.0,0.0
1.1404759883880615,0.018213240913737577,7.881950439547758e-10,0.51,0.0,0.0,0.0
2.4822099208831787,0.018279595992097407,5.842344871775929e-10,0.45,0.0,0.0,0.0
2.415022850036621,0.01828598730840847,8.359383393830022e-10,0.48,0.0,0.0,0.0
