Run_Time,Random_Error,True_Error,Accuracy,Accuracy1,quality,FullProblem
1.0847430229187012,0.0069358518950234024,0.0,1.0,0.0,0.0,0.0
1.0338711738586426,0.010618870283695486,3.469446951953614e-17,1.0,0.0,0.0,0.0
3.43355393409729,0.011929315134431809,1.8623991238087e-14,1.0,0.0,0.0,0.0
1.0285720825195312,0.01283493038372107,4.2751822915132465e-11,1.0,0.0,0.0,0.0
3.868198871612549,0.013446034650834625,1.9914625504213745e-15,1.0,0.0,0.0,0.0
1.0760698318481445,0.013973916382968805,6.38378239159465e-16,0.99,0.0,0.0,0.0
3.7304489612579346,0.014444139564607751,1.704886232190006e-14,0.97,0.0,0.0,0.0
1.0702009201049805,0.014780595436567762,2.4466539905176887e-14,0.92,0.0,0.0,0.0
1.1094141006469727,0.015226303494514759,1.0826062268876058e-13,0.97,0.0,0.0,0.0
3.629593849182129,0.015230651547734411,4.951039578315886e-13,0.95,0.0,0.0,0.0
1.0629329681396484,0.015458788092102688,5.210415432443938e-14,0.89,0.0,0.0,0.0
3.3868730068206787,0.015547875547625066,9.818534874028728e-15,0.89,0.0,0.0,0.0
1.1328859329223633,0.015696850732237533,2.843419943943104e-13,0.88,0.0,0.0,0.0
3.661500930786133,0.015807039139339306,9.445590143375426e-12,0.88,0.0,0.0,0.0
1.1586880683898926,0.016086437642613298,5.620504062164855e-16,0.82,0.0,0.0,0.0
3.9173471927642822,0.016086437457459524,9.26352952679288e-11,0.82,0.0,0.0,0.0
1.159877061843872,0.016410203329885256,7.767992499241316e-11,0.82,0.0,0.0,0.0
3.8684139251708984,0.01713953235718512,5.959477425432347e-10,0.75,0.0,0.0,0.0
1.1974780559539795,0.017139532356737215,3.411779192497022e-11,0.75,0.0,0.0,0.0
3.981323003768921,0.01714027970323817,2.780111835187782e-10,0.73,0.0,0.0,0.0
1.2353458404541016,0.01768031945071208,5.647699460875621e-10,0.65,0.0,0.0,0.0
3.8952291011810303,0.01783346458591175,5.861694463149547e-10,0.67,0.0,0.0,0.0
1.2025270462036133,0.017833464613734452,4.952600135554874e-10,0.67,0.0,0.0,0.0
2.3408401012420654,0.017923549569389907,1.132990631869113e-9,0.66,0.0,0.0,0.0
2.4417190551757812,0.01820037393863417,1.1818745565550515e-9,0.6,0.0,0.0,0.0
2.7452869415283203,0.018289952441589277,1.155618684078874e-9,0.58,0.0,0.0,0.0
2.5987298488616943,0.01828995244369553,7.392743361922527e-11,0.58,0.0,0.0,0.0
2.643878936767578,0.018311510271485143,8.108204385681717e-11,0.58,0.0,0.0,0.0
1.2484230995178223,0.018311510268563966,9.92759693896339e-11,0.58,0.0,0.0,0.0
2.386112928390503,0.018311510275677158,1.0664645555547025e-10,0.58,0.0,0.0,0.0
2.4844110012054443,0.018314618329886442,1.1047623232895987e-10,0.57,0.0,0.0,0.0
2.508331775665283,0.018314618327798453,1.1619196577106194e-10,0.57,0.0,0.0,0.0
2.7274651527404785,0.01842100700088626,2.31049693266705e-11,0.5,0.0,0.0,0.0
2.702172040939331,0.018421006964132125,3.979449408886282e-11,0.5,0.0,0.0,0.0
2.7080700397491455,0.018565381894104786,1.9413465279782827e-10,0.49,0.0,0.0,0.0
1.2916641235351562,0.01856538193781352,8.750073582364237e-11,0.49,0.0,0.0,0.0
2.6301679611206055,0.018565381894976613,1.995098530827022e-10,0.49,0.0,0.0,0.0
2.4436588287353516,0.01856538200041373,3.794537739576498e-10,0.49,0.0,0.0,0.0
